video_url,user_url,username,title,view_num,created_at,shortdesc,collected_at
/watch?v=-BwnGd4ltx4&pp=ygUUZW52aXJvbm1lbnRhbCBpc3N1ZXM%3D,/@corporatesecrecy,Corporate Secrecy,Chevron's Environmental and Human Rights Issues,No,16 hours,Title: Chevron's Environmental and Human Rights Issues -------------------------------------------------- Thanks for watching. Recommend ...,2024-01-29 19:48:20.561944
/watch?v=OPhTHuST6Zk&pp=ygUUZW52aXJvbm1lbnRhbCBpc3N1ZXM%3D,/@kdlivepcs,KD LIVE PCS,"UP RO / ARO & PCS 2024  Science, Ecology, and Environment  | Quick Revision Series 04 | #kdlivebpcs",No,Streamed 9 hours,Get ready to tackle questions related to environmental science. Environmental Issues: Dive into contemporary environmental ...,2024-01-29 19:48:20.563236
/watch?v=rqJ5wTYbY8M&pp=ygUUZW52aXJvbm1lbnRhbCBpc3N1ZXM%3D,/@sambrialcity,Sambrial City,"Unveiling the Crucial Public Issues in Sambrial, Sialkot: A Comprehensive Exploration",No,15 hours,Infrastructure challenges Sialkot 6. Public services Sambrial 7. Civic problems Sialkot 8. Environmental issues Sambrial 9. Sialkot ...,2024-01-29 19:48:20.564659
/watch?v=DXer9CDcwDQ&pp=ygUUZW52aXJvbm1lbnRhbCBpc3N1ZXM%3D,/@Nitinkumartalks,Nitin Indian Insights,Soup Attack on Mona Lisa! 🎨🍲 What is wrong with climate activist?,No,11 hours,"Examine the group's objectives, emphasizing their dedication to addressing environmental issues. Caught on Camera Highlight ...",2024-01-29 19:48:20.566090
/watch?v=0sa_a16ZziE&pp=ygUUZW52aXJvbm1lbnRhbCBpc3N1ZXM%3D,/@getreadyacademyformanageri5054,Get Ready Academy for Managerial Skills,The Green Marketing Revolution - Consumer and Company Perspectives #management #marketing #mba #usa,No,19 hours,"The Green Marketing Revolution Both consumers and companies are changing the way they view environmental issues, as the ...",2024-01-29 19:48:20.567433
/shorts/m-iuMzgBak0,/@CEHN1,Children's Environmental Health Network,"Environmental Pollution, Climate Change, Energy Injustice and Children's Health",No,20 hours,"... Witherspoon spoke on how pollution, climate change, energy injustice, and other environmental issues impact children's health.",2024-01-29 19:48:20.570324
/watch?v=8j8ccJPfMaA&pp=ygUUZW52aXJvbm1lbnRhbCBpc3N1ZXM%3D,/@NCERTWallahPW,NCERT Wallah,Environmental Issues 01 | Air pollution & Its Control |Class 12th/CUET,40K,1 year,"For complete notes of Lectures, visit SANKALP 2023 Batch in the Batch Section of PhysicsWallah App/Website. PW App Link ...",2024-01-29 19:48:20.574408
/watch?v=fuXxanTQZsw&pp=ygUUZW52aXJvbm1lbnRhbCBpc3N1ZXM%3D,/@FasTrackIELTS,Fastrack IELTS,IELTS Vocabulary and Ideas: Environment | Writing & Speaking,131K,4 years,»IELTS PREPARATION MATERIALS« PDF: IELTS Vocabulary and Ideas: Environment http://bit.ly/vocab-env Synonyms for ...,2024-01-29 19:48:20.576653
/watch?v=2tPl-jjLHCc&pp=ygUUZW52aXJvbm1lbnRhbCBpc3N1ZXM%3D,/@NAFCONvideos,NAFCON USA,Environmental Issues of the Philippines,72K,9 years,Join NAFCON as we work toward environmental justice and sustainability in the Philippines. Visit us at www.nafconusa.org to find ...,2024-01-29 19:48:20.578027
/watch?v=_rEz2QtFuWQ&pp=ygUUZW52aXJvbm1lbnRhbCBpc3N1ZXM%3D,/@PW-NEETWallah,Competition Wallah,ENVIRONMENTAL ISSUES in 1 Shot - All Theory & PYQs | NEET Crash Course | UMEED 2.0,161K,1 year,TIME STAMPS - 0:00 – Introduction 00:55 – Pollution 2:41 – Air Pollution and its Control 17:07 – Water Pollution and its Control ...,2024-01-29 19:48:20.579973
/watch?v=9oTO5-bXh4Q&pp=ygUUZW52aXJvbm1lbnRhbCBpc3N1ZXM%3D,/@BEATBEATdNEET,BEAT d NEET,Environmental Issues Audiobook | Ecology NCERT Audiobook | Class 12 Biology Audiobook |NCERT Reading,50K,3 years,EnvironmentalIssuesAudiobook #Class12BiologyAudiobook #EcologyNCERTAudiobook #NCERTReading ...,2024-01-29 19:48:30.552706
/watch?v=Ot_4VSmPQk4&pp=ygUUZW52aXJvbm1lbnRhbCBpc3N1ZXM%3D,/@LearnEnglishHamzaClassroom,Learn English Hamza Classroom,Environmental Problems | Speaking English Fluently | Common Daily Expressions,53K,4 years,EnvironmentalProblems #LearnEnglishHamzaClassroom #LearnEnglish #BasicEnglish #EnglishLesson ...,2024-01-29 19:48:30.557005
/watch?v=ukmwLvpBVkc&pp=ygUUZW52aXJvbm1lbnRhbCBpc3N1ZXM%3D,/@DeependrasirBotany,Deependra sir Botany,Environmental Issues One Shot | NEET 2023 | Biology | By Deependra Sir,12K,Streamed 9 months,"This video is helpful for every neet aspirants , in this video you will watch most important chapter of biology , Environmental Issues ...",2024-01-29 19:48:30.560121
/watch?v=G4H1N_yXBiA&pp=ygUUZW52aXJvbm1lbnRhbCBpc3N1ZXM%3D,/@NatGeo,National Geographic,Causes and Effects of Climate Change | National Geographic,4.7M,6 years,"About National Geographic: National Geographic is the world's premium destination for science, exploration, and adventure.",2024-01-29 19:48:30.564349
/watch?v=eRLJscAlk1M&pp=ygUUZW52aXJvbm1lbnRhbCBpc3N1ZXM%3D,/@PrinceEa,Prince Ea,Dear Future Generations: Sorry (2024),33M,8 years,An Apology Letter to Future Generations. Sorry. TEXT ME: 314-207-4482   URGENT: YouTube won't show you my NEW ...,2024-01-29 19:48:30.567450
/shorts/bh7-SKiI3n8,/@ALBiodiversity,Biodiversity,Top 5 Environmental Issues,201,8 months,"Original content. Credits HIPPO acronym, E.O. Wilson. Music Song: Hard Hitters Artist: Donell Mase.",2024-01-29 19:48:30.570874
/watch?v=x8Rxx3GkhKU&pp=ygUUZW52aXJvbm1lbnRhbCBpc3N1ZXM%3D,/@sciencebasics3064,Science Basics,Importance of Knowledge in Environmental Issues,3.1K,1 year,"Philippine Environment Month Celebration KINAADMAN: Importance of Knowledge in Environmental Issues Time: Jun 5, 2021 ...",2024-01-29 19:48:30.573780
/watch?v=ABa-9fXyygw&pp=ygUUZW52aXJvbm1lbnRhbCBpc3N1ZXM%3D,/@nowthisimpact,NowThis Impact,Top 5 Environmental Issues Impacting Hispanic and Latine Communities,3.6K,1 year,For more environmental news subscribe to NowThis News. #hispanicheritagemonth #environment #environmental #Politics ...,2024-01-29 19:48:30.577054
/watch?v=PrZTv5hBDc4&pp=ygUUZW52aXJvbm1lbnRhbCBpc3N1ZXM%3D,/@MyMukeshSir,Physics Gyaan Mukesh Nayak,"Biodiversity, Conservation and Environmental Issues | One Shot Series | HSC Board-2023 | #biology",13K,1 year,"Hello My Dear Students, Welcome To Our Channel... Hello my dear students, welcome to our channel. In this video we are going ...",2024-01-29 19:48:30.580169
/watch?v=2Idq0jZDAFA&pp=ygUUZW52aXJvbm1lbnRhbCBpc3N1ZXM%3D,/@InternationalPartnershipsEU,EU International Partnerships,Environmental issues in Central Asia,1.7K,5 years,90 sec. version.,2024-01-29 19:48:30.583021
/watch?v=xUojoq_aBPQ&pp=ygUUZW52aXJvbm1lbnRhbCBpc3N1ZXM%3D,/@electricenglish,Electric English,Environmental Issues MCQs Marathon For PSSSB Exams | Environmental Issues GK | Electric English,4.3K,7 months,Environmental Issues MCQs Marathon For PSSSB Clerk Cum Data Entry Operator || Electric English ✓Join the Official Telegram ...,2024-01-29 19:48:30.585951
/watch?v=1U2o3o78o04&pp=ygUUZW52aXJvbm1lbnRhbCBpc3N1ZXM%3D,/@MagnetBrainsEducation,Magnet Brains,Class 12 Biology Chapter 16 | Introduction - Environmental Issues (2022-23),68K,4 years,"=============================================== ✓ In this video, ✔️ Class: 12th ✔️ Subject: Biology ✔️ Chapter: ...",2024-01-29 19:48:30.589985
/watch?v=gI1p1K7jF1A&pp=ygUUZW52aXJvbm1lbnRhbCBpc3N1ZXM%3D,/@UASocialSchool,Social School by Unacademy,Environment and Natural Resources | India’s Stand on Environmental Issues| Class 12Political Science,23K,1 year,"In this session, Educator Digraj Singh Rajput will be discussing India's Stand on Environmental Issues from the chapter ...",2024-01-29 19:48:30.592969
/watch?v=icsvDMVRT3A&pp=ygUUZW52aXJvbm1lbnRhbCBpc3N1ZXM%3D,/@StudyPlanetbyMANISHTHAKUR,Study Planet,Global Environmental Issues | North-South Conflict on Environment | Agenda 21 | Detail Explanation,34K,1 year,globalenvironmentissues #environmentalchallenges #environmentproblems #northsouthdivision #agenda21 #riosummit ...,2024-01-29 19:48:30.595858
/watch?v=yrO7ew1ee9k&pp=ygUUZW52aXJvbm1lbnRhbCBpc3N1ZXM%3D,/@LandmarkStories,Landmark Stories,Tackling Big Environmental Challenges - [Trailer],1K,4 years,"You hear about environmental issues on the news, but often not about the people working tirelessly to solve them. Join us as we ...",2024-01-29 19:48:30.598877
/watch?v=71HNTNebMiE&pp=ygUUZW52aXJvbm1lbnRhbCBpc3N1ZXM%3D,/@rabiatulazman9606,Rabiatul Azman,Environmental issue in Malaysia,3.9K,3 years,This is a video for educational purposes. The stock videos are credited in the end credits. I don't own the songs.,2024-01-29 19:48:30.601738
/watch?v=A0pB1qw8SMs&pp=ygUUZW52aXJvbm1lbnRhbCBpc3N1ZXM%3D,/@worldish6181,WORLDISH,10 Major Current Environmental Problems,379K,6 years,Music Attribution: At Rest - Romance by Kevin MacLeod is licensed under a Creative Commons Attribution licence ...,2024-01-29 19:48:30.605706
/watch?v=dcgq4jaUqLE&pp=ygUUZW52aXJvbm1lbnRhbCBpc3N1ZXM%3D,/@POLSCHELP,POL SC HELP,GLOBAL ENVIRONMENTAL ISSUE: Climate change and Global Commons,76K,3 years,"Explains global environmental issues, particularly Climate change and Global Commons, their genesis, challenges, international ...",2024-01-29 19:48:30.608695
/watch?v=CTCEJX3d0IE&pp=ygUUZW52aXJvbm1lbnRhbCBpc3N1ZXM%3D,/@Sumanpreetkaur0786,Math With Sumanpreet Kaur,ENVIRONMENT ISSUES | PSSSB FOREST GUARD/VDO/CLERK | ENVIRONMENT MCQ |  ENVIRONMENT GK MCQs #psssb *3,13K,1 year,ਵਾਤਾਵਰਣ environment punjabi Environment mcq environment environment tet question ENVIRONMENT // Practice with ...,2024-01-29 19:48:30.611927
/watch?v=4bXfDBbdqgk&pp=ygUUZW52aXJvbm1lbnRhbCBpc3N1ZXM%3D,/@BBCNews,BBC News,"Australia's environment in 'shocking' decline, report finds - BBC News",133K,1 year,"Australia's environment is in a shocking state and faces further decline from amplifying threats, according to an anticipated report.",2024-01-29 19:48:39.574434
/watch?v=EVyXjxLceBg&pp=ygUUZW52aXJvbm1lbnRhbCBpc3N1ZXM%3D,/@thomaspandolfi3147,Thomas Pandolfi,Global Environmental Issues,86K,9 years,global environmental issues and challenges facing mankind.,2024-01-29 19:48:39.577604
/watch?v=VdSqPMggrtY&pp=ygUUZW52aXJvbm1lbnRhbCBpc3N1ZXM%3D,/@EnglishPW,Physics Wallah - English,Environmental Issues 01 | Air Pollution and Its Control | Pure English | 12th/NEET/CUET,4.2K,1 year,Excellence Batch is for all the students of the NCERT Class 12th Boards /IIT-JEE | NEET | CUET Class all the notes will be ...,2024-01-29 19:48:39.582603
/watch?v=MqermIBhzAI&pp=ygUUZW52aXJvbm1lbnRhbCBpc3N1ZXM%3D,/@TheAtlantic,The Atlantic,What Is the Biggest Environmental Problem People Don't Know About?,103K,8 years,"At this year's Aspen Ideas Festival, we asked a group of scientists, activists, and filmmakers to name the largest environmental ...",2024-01-29 19:48:39.586279
/watch?v=rkihVxeAM68&pp=ygUUZW52aXJvbm1lbnRhbCBpc3N1ZXM%3D,/@GetintoIAS,GetintoIAS,Environmental Issues & Health Effects | Environment | Shankar IAS Book | English | UPSC | GetintoIAS,15K,4 years,Environmental Issues and Health Effects | Environment & Ecology | Shankar IAS Book | In English | UPSC | GetintoIAS.com About ...,2024-01-29 19:48:39.588826
/watch?v=eesBUBxH-FY&pp=ygUUZW52aXJvbm1lbnRhbCBpc3N1ZXM%3D,/@electricenglish,Electric English,Environmental Issues Class-1 PSSSB Forest Guard/Clerk/VDO/Excise | Environment MCQs | Environment GK,7.2K,Streamed 1 year,Environmental Issues Class-1 PSSSB Forest Guard/Clerk/VDO/Excise | Environment MCQs | Environment GK @electricenglish ...,2024-01-29 19:48:39.592827
/watch?v=ZqduypIBvfU&pp=ygUUZW52aXJvbm1lbnRhbCBpc3N1ZXM%3D,/@RakshitaSingh,Rakshita Singh,Environmental Issues One Shot | NEET 2022.,104K,Streamed 1 year,How to score 360 in 45 Days in Biology for NEET 2022. Join Telegram for Notes: https://t.me/rakshita_singh07 Instagram: ...,2024-01-29 19:48:39.596138
/watch?v=X2YgM1Zw4_E&pp=ygUUZW52aXJvbm1lbnRhbCBpc3N1ZXM%3D,/@SmileandLearnEnglish,Smile and Learn - English,How to Take Care of the Environment - 10 Ways to Take Care of the Environment,1.3M,3 years,Educational video for children to learn what the environment is and how we can look after it better. These are our ten tips and ...,2024-01-29 19:48:39.600605
/watch?v=g-W4XDvBRDY&pp=ygUUZW52aXJvbm1lbnRhbCBpc3N1ZXM%3D,/@StartsWithUs,Starts With Us,The History of Environmental Issues in U.S. Politics,11K,7 months,Climate change and the environment used to be a bipartisan issue… What changed? A short history and timeline of ...,2024-01-29 19:48:39.603749
/watch?v=FDrhP9LrjYU&pp=ygUUZW52aXJvbm1lbnRhbCBpc3N1ZXM%3D,/@NEET_JEEBYUTKARSHCLASSES,NEET & JEE by UTKARSH CLASSES,Environmental Issues #2 | Biology | NEET 2023 | NCERT Page By Page | Pratham Nahata Sir,6.1K,Streamed 10 months,nahatasir #Neet&jeeByUtkarshclasses #neet2023preparation Environmental Issues #2 | Biology | NEET 2023 | NCERT Page By ...,2024-01-29 19:48:39.606908
/watch?v=hKSHbm30up8&pp=ygUUZW52aXJvbm1lbnRhbCBpc3N1ZXM%3D,/@TEDx,TEDx Talks,Solution to social and environmental issues is a must for businesses | Rick Wheatley | TEDxOsloSalon,6K,5 years,"69 of the 100 largest economic entities on the planet are corporations, but business can't continue to be big if it doesn't take a ...",2024-01-29 19:48:39.610775
/watch?v=oQq3axWF8o0&pp=ygUUZW52aXJvbm1lbnRhbCBpc3N1ZXM%3D,/@DrHariomGangwar,Dr. Hariom Gangwar,Crash Course | Environmental Issues | By Dr. Hariom Gangwar,1.6K,9 months,THANK YOU SO MUCH FOR YOUR LOVE AND SUPPORT Download NEET Abhyas ...,2024-01-29 19:48:39.613726
/watch?v=gJNHTbkl5Ag&pp=ygUUZW52aXJvbm1lbnRhbCBpc3N1ZXM%3D,/@PunjabAdda247,Punjab Adda247,PSSSB Excise/VDO /Clerk Environmental Issues Most Expected Questions based on Ecosystem,1.6K,Streamed 1 year,PSSSB Excise/VDO /Clerk Environmental Issues Most Expected Questions based on Ecosystem ****** Welcome to Punjab ...,2024-01-29 19:48:39.617065
/watch?v=45BzLUxyggM&pp=ygUUZW52aXJvbm1lbnRhbCBpc3N1ZXM%3D,/@Sumanpreetkaur0786,Math With Sumanpreet Kaur,ENVIRONMENT ISSUES | PSSSB FOREST GUARD/VDO/CLERK | ENVIRONMENT MCQ |  ENVIRONMENT GK MCQs #psssb (1,36K,1 year,ਵਾਤਾਵਰਣ environment punjabi Environment mcq environment environment tet question ENVIRONMENT // Practice with ...,2024-01-29 19:48:39.620275
/watch?v=ir-HYB34lko&pp=ygUUZW52aXJvbm1lbnRhbCBpc3N1ZXM%3D,/@UANeetToppers,Unacademy NEET Toppers,Environmental Issues | L1 | Saarthi | NEET 2023 | Gargi Singh,8.5K,Streamed 1 year,"In this session, Educator Gargi Singh will be discussing about Environmental Issues for NEET 2023. Watch this complete video to ...",2024-01-29 19:48:39.623237
/watch?v=izC83wmNyOo&pp=ygUUZW52aXJvbm1lbnRhbCBpc3N1ZXM%3D,/@GreenEnvironments,Green Environments ,Environmental problems | Africa | environmental degradation | list of environmental issues,838,9 months,"Africa is a continent that is home to a diverse range of ecosystems and wildlife, and yet it is facing numerous environmental ...",2024-01-29 19:48:39.626231
/watch?v=W_hZAPlxs3g&pp=ygUUZW52aXJvbm1lbnRhbCBpc3N1ZXM%3D,/@environmentcomag,Environment co,6 Ways to Raise Awareness About Environmental Issues,1.9K,1 year,There's no way around it. We can only protect our planet through action. This effort can't happen without educating the masses ...,2024-01-29 19:48:39.629076
/shorts/gRDG6kFaGEk,/@HumanProgressOrg,Human Progress,Today's environmental problems require private-sector solutions,1K,8 months,Todd Myers argues innovation—not outdated regulations—will solve today's environmental challenges. Watch the full interview: ...,2024-01-29 19:48:39.632160
/shorts/fu513tTTs14,/@TheNeetBeat,The NEET Beat,Biology XII -16 ENVIRONMENTAL ISSUES -Important Point #neet2022 #aiims #afmc #shorts #youtubeshorts,16K,1 year,The 'short' contains FACTUAL Information from the NCERT Biology Class - XII that will help NEET Aspirants remember the one ...,2024-01-29 19:48:39.634926
